Timestamp,Crowd_Count,Crowd_Type,Day,Date,Day_Name,Month_Name,Crowd_Type_Label,Noisy_Crowd_Count
01-02-2023 15:30,117,High Crowd,2,02-01-2023,Monday,January,0,115.7987226
01-02-2023 16:30,100,High Crowd,2,02-01-2023,Monday,January,0,99.4166125
01-02-2023 17:30,148,High Crowd,2,02-01-2023,Monday,January,0,146.7965868
01-02-2023 18:30,71,High Crowd,2,02-01-2023,Monday,January,0,74.70455637
01-02-2023 19:30,30,Low Crowd,2,02-01-2023,Monday,January,1,29.97300555
01-02-2023 20:30,64,Moderate Crowd,2,02-01-2023,Monday,January,2,61.88457814
01-02-2023 21:30,47,Moderate Crowd,2,02-01-2023,Monday,January,2,48.64508982
01-02-2023 22:30,41,Moderate Crowd,2,02-01-2023,Monday,January,2,38.5583127
01-02-2023 23:30,37,Moderate Crowd,2,02-01-2023,Monday,January,2,37.41772719
01-03-2023 00:30,29,Low Crowd,3,03-01-2023,Tuesday,January,1,25.08065975
01-03-2023 01:30,33,Moderate Crowd,3,03-01-2023,Tuesday,January,2,30.3436279
01-03-2023 02:30,68,Moderate Crowd,3,03-01-2023,Tuesday,January,2,68.39372247
01-03-2023 03:30,41,Moderate Crowd,3,03-01-2023,Tuesday,January,2,42.47693316
01-03-2023 04:30,26,Low Crowd,3,03-01-2023,Tuesday,January,1,26.34273656
01-03-2023 05:30,25,Low Crowd,3,03-01-2023,Tuesday,January,1,24.76870344
01-03-2023 06:30,44,Moderate Crowd,3,03-01-2023,Tuesday,January,2,43.39779261
01-03-2023 07:30,26,Low Crowd,3,03-01-2023,Tuesday,January,1,23.04295602
01-03-2023 08:30,32,Moderate Crowd,3,03-01-2023,Tuesday,January,2,30.56031158
01-03-2023 09:30,32,Moderate Crowd,3,03-01-2023,Tuesday,January,2,31.07872246
01-03-2023 10:30,48,Moderate Crowd,3,03-01-2023,Tuesday,January,2,50.11424445
01-03-2023 11:30,26,Low Crowd,3,03-01-2023,Tuesday,January,1,26.68723658
01-03-2023 12:30,52,Moderate Crowd,3,03-01-2023,Tuesday,January,2,48.47391969
01-03-2023 13:30,96,High Crowd,3,03-01-2023,Tuesday,January,0,96.64816794
01-03-2023 14:30,79,High Crowd,3,03-01-2023,Tuesday,January,0,78.22983544
01-03-2023 15:30,134,High Crowd,3,03-01-2023,Tuesday,January,0,132.646156
01-03-2023 16:30,107,High Crowd,3,03-01-2023,Tuesday,January,0,108.2233526
01-03-2023 17:30,124,High Crowd,3,03-01-2023,Tuesday,January,0,126.061999
01-03-2023 18:30,25,Low Crowd,3,03-01-2023,Tuesday,January,1,26.86256024
01-03-2023 19:30,55,Moderate Crowd,3,03-01-2023,Tuesday,January,2,53.32156495
01-03-2023 20:30,38,Moderate Crowd,3,03-01-2023,Tuesday,January,2,37.38157525
01-03-2023 21:30,73,High Crowd,3,03-01-2023,Tuesday,January,0,73.66252686
01-03-2023 22:30,60,Moderate Crowd,3,03-01-2023,Tuesday,January,2,61.95109025
01-03-2023 23:30,59,Moderate Crowd,3,03-01-2023,Tuesday,January,2,58.04165152
01-04-2023 00:30,76,High Crowd,4,04-01-2023,Wednesday,January,0,75.62868205
01-04-2023 01:30,75,High Crowd,4,04-01-2023,Wednesday,January,0,72.78733005
01-04-2023 02:30,43,Moderate Crowd,4,04-01-2023,Wednesday,January,2,40.60758675
01-04-2023 03:30,56,Moderate Crowd,4,04-01-2023,Wednesday,January,2,57.62505164
01-04-2023 04:30,32,Moderate Crowd,4,04-01-2023,Wednesday,January,2,34.71248006
01-04-2023 05:30,65,Moderate Crowd,4,04-01-2023,Wednesday,January,2,64.85597976
01-04-2023 06:30,24,Low Crowd,4,04-01-2023,Wednesday,January,1,26.0070658
01-04-2023 07:30,22,Low Crowd,4,04-01-2023,Wednesday,January,1,22.72327205
01-04-2023 08:30,24,Low Crowd,4,04-01-2023,Wednesday,January,1,22.70976049
01-04-2023 09:30,28,Low Crowd,4,04-01-2023,Wednesday,January,1,28.72279121
01-04-2023 10:30,15,Low Crowd,4,04-01-2023,Wednesday,January,1,18.07607313
01-04-2023 11:30,24,Low Crowd,4,04-01-2023,Wednesday,January,1,23.92834792
01-04-2023 12:30,56,Moderate Crowd,4,04-01-2023,Wednesday,January,2,59.12928731
01-04-2023 13:30,74,High Crowd,4,04-01-2023,Wednesday,January,0,68.76050979
01-04-2023 14:30,67,Moderate Crowd,4,04-01-2023,Wednesday,January,2,68.64380501
01-04-2023 15:30,129,High Crowd,4,04-01-2023,Wednesday,January,0,129.1740941
01-04-2023 16:30,140,High Crowd,4,04-01-2023,Wednesday,January,0,139.4019853
01-04-2023 17:30,123,High Crowd,4,04-01-2023,Wednesday,January,0,123.1835216
01-04-2023 18:30,30,Low Crowd,4,04-01-2023,Wednesday,January,1,26.02486217
01-04-2023 19:30,43,Moderate Crowd,4,04-01-2023,Wednesday,January,2,42.56065622
01-04-2023 20:30,42,Moderate Crowd,4,04-01-2023,Wednesday,January,2,42.71422514
01-04-2023 21:30,33,Moderate Crowd,4,04-01-2023,Wednesday,January,2,35.95578809
01-04-2023 22:30,62,Moderate Crowd,4,04-01-2023,Wednesday,January,2,60.96345956
01-04-2023 23:30,37,Moderate Crowd,4,04-01-2023,Wednesday,January,2,35.38301279
01-05-2023 00:30,64,Moderate Crowd,5,05-01-2023,Thursday,January,2,62.99648591
01-05-2023 01:30,79,High Crowd,5,05-01-2023,Thursday,January,0,80.83080424
01-05-2023 02:30,63,Moderate Crowd,5,05-01-2023,Thursday,January,2,63.65750222
01-05-2023 03:30,61,Moderate Crowd,5,05-01-2023,Thursday,January,2,59.94047959
01-05-2023 04:30,24,Low Crowd,5,05-01-2023,Thursday,January,1,25.02653487
01-05-2023 05:30,58,Moderate Crowd,5,05-01-2023,Thursday,January,2,58.1941551
01-05-2023 06:30,60,Moderate Crowd,5,05-01-2023,Thursday,January,2,61.93728998
01-05-2023 07:30,30,Low Crowd,5,05-01-2023,Thursday,January,1,28.59589381
01-05-2023 08:30,44,Moderate Crowd,5,05-01-2023,Thursday,January,2,43.34467571
01-05-2023 09:30,25,Low Crowd,5,05-01-2023,Thursday,January,1,24.21578369
01-05-2023 10:30,20,Low Crowd,5,05-01-2023,Thursday,January,1,17.0729701
01-05-2023 11:30,39,Moderate Crowd,5,05-01-2023,Thursday,January,2,39.59224055
01-05-2023 12:30,74,High Crowd,5,05-01-2023,Thursday,January,0,74.52211054
01-05-2023 13:30,67,Moderate Crowd,5,05-01-2023,Thursday,January,2,67.01022691
01-05-2023 14:30,90,High Crowd,5,05-01-2023,Thursday,January,0,89.53082573
01-05-2023 15:30,144,High Crowd,5,05-01-2023,Thursday,January,0,141.1692585
01-05-2023 16:30,135,High Crowd,5,05-01-2023,Thursday,January,0,134.1587094
01-05-2023 17:30,114,High Crowd,5,05-01-2023,Thursday,January,0,113.314571
01-05-2023 18:30,63,Moderate Crowd,5,05-01-2023,Thursday,January,2,61.39544546
01-05-2023 19:30,40,Moderate Crowd,5,05-01-2023,Thursday,January,2,39.67742858
01-05-2023 20:30,73,High Crowd,5,05-01-2023,Thursday,January,0,73.80810171
01-05-2023 21:30,69,Moderate Crowd,5,05-01-2023,Thursday,January,2,72.7723718
01-05-2023 22:30,69,Moderate Crowd,5,05-01-2023,Thursday,January,2,69.34915563
01-05-2023 23:30,23,Low Crowd,5,05-01-2023,Thursday,January,1,23.51510078
01-06-2023 00:30,34,Moderate Crowd,6,06-01-2023,Friday,January,2,33.85110817
01-06-2023 01:30,72,High Crowd,6,06-01-2023,Friday,January,0,68.16245757
01-06-2023 02:30,22,Low Crowd,6,06-01-2023,Friday,January,1,21.94697225
01-06-2023 03:30,71,High Crowd,6,06-01-2023,Friday,January,0,71.12046042
01-06-2023 04:30,40,Moderate Crowd,6,06-01-2023,Friday,January,2,44.92648422
01-06-2023 05:30,45,Moderate Crowd,6,06-01-2023,Friday,January,2,44.61527807
01-06-2023 06:30,37,Moderate Crowd,6,06-01-2023,Friday,January,2,37.60309468
01-06-2023 07:30,24,Low Crowd,6,06-01-2023,Friday,January,1,23.93057646
01-06-2023 08:30,23,Low Crowd,6,06-01-2023,Friday,January,1,20.66264392
01-06-2023 09:30,46,Moderate Crowd,6,06-01-2023,Friday,January,2,48.28564563
01-06-2023 10:30,30,Low Crowd,6,06-01-2023,Friday,January,1,31.50386607
01-06-2023 11:30,23,Low Crowd,6,06-01-2023,Friday,January,1,24.58206389
01-06-2023 12:30,91,High Crowd,6,06-01-2023,Friday,January,0,89.18122509
01-06-2023 13:30,81,High Crowd,6,06-01-2023,Friday,January,0,83.80558862
01-06-2023 14:30,75,High Crowd,6,06-01-2023,Friday,January,0,72.19629787
01-06-2023 15:30,141,High Crowd,6,06-01-2023,Friday,January,0,142.1737142
01-06-2023 16:30,129,High Crowd,6,06-01-2023,Friday,January,0,133.3809113
01-06-2023 17:30,109,High Crowd,6,06-01-2023,Friday,January,0,107.0189273
01-06-2023 18:30,36,Moderate Crowd,6,06-01-2023,Friday,January,2,34.86740454
01-06-2023 19:30,28,Low Crowd,6,06-01-2023,Friday,January,1,28.19930273
01-06-2023 20:30,35,Moderate Crowd,6,06-01-2023,Friday,January,2,33.99304869
01-06-2023 21:30,67,Moderate Crowd,6,06-01-2023,Friday,January,2,63.89867314
01-06-2023 22:30,55,Moderate Crowd,6,06-01-2023,Friday,January,2,55.13712595
01-06-2023 23:30,54,Moderate Crowd,6,06-01-2023,Friday,January,2,51.87539257
01-07-2023 00:30,36,Moderate Crowd,7,07-01-2023,Saturday,January,2,36.94718486
01-07-2023 01:30,67,Moderate Crowd,7,07-01-2023,Saturday,January,2,65.16115153
01-07-2023 02:30,57,Moderate Crowd,7,07-01-2023,Saturday,January,2,60.09986881
01-07-2023 03:30,47,Moderate Crowd,7,07-01-2023,Saturday,January,2,45.43349342
01-07-2023 04:30,77,High Crowd,7,07-01-2023,Saturday,January,0,76.35587697
01-07-2023 05:30,57,Moderate Crowd,7,07-01-2023,Saturday,January,2,58.62703443
01-07-2023 06:30,45,Moderate Crowd,7,07-01-2023,Saturday,January,2,42.53827137
01-07-2023 07:30,43,Moderate Crowd,7,07-01-2023,Saturday,January,2,43.45491987
01-07-2023 08:30,24,Low Crowd,7,07-01-2023,Saturday,January,1,26.61428551
01-07-2023 09:30,18,Low Crowd,7,07-01-2023,Saturday,January,1,14.78503353
01-07-2023 10:30,42,Moderate Crowd,7,07-01-2023,Saturday,January,2,42.36926772
01-07-2023 11:30,41,Moderate Crowd,7,07-01-2023,Saturday,January,2,41.51976559
01-07-2023 12:30,55,Moderate Crowd,7,07-01-2023,Saturday,January,2,56.56364574
01-07-2023 13:30,98,High Crowd,7,07-01-2023,Saturday,January,0,95.52609858
01-07-2023 14:30,53,Moderate Crowd,7,07-01-2023,Saturday,January,2,50.35908677
01-07-2023 15:30,107,High Crowd,7,07-01-2023,Saturday,January,0,108.0438831
01-07-2023 16:30,109,High Crowd,7,07-01-2023,Saturday,January,0,109.5939693
01-07-2023 17:30,140,High Crowd,7,07-01-2023,Saturday,January,0,140.5009857
01-07-2023 18:30,30,Low Crowd,7,07-01-2023,Saturday,January,1,30.69289642
01-07-2023 19:30,70,Moderate Crowd,7,07-01-2023,Saturday,January,2,68.63995056
01-07-2023 20:30,63,Moderate Crowd,7,07-01-2023,Saturday,January,2,63.46450739
01-07-2023 21:30,47,Moderate Crowd,7,07-01-2023,Saturday,January,2,47.58614495
01-07-2023 22:30,58,Moderate Crowd,7,07-01-2023,Saturday,January,2,56.57129716
01-07-2023 23:30,24,Low Crowd,7,07-01-2023,Saturday,January,1,27.73154902
01-08-2023 00:30,44,Moderate Crowd,8,08-01-2023,Sunday,January,2,44.94766584
01-08-2023 01:30,44,Moderate Crowd,8,08-01-2023,Sunday,January,2,41.61739301
01-08-2023 02:30,58,Moderate Crowd,8,08-01-2023,Sunday,January,2,59.31310722
01-08-2023 03:30,49,Moderate Crowd,8,08-01-2023,Sunday,January,2,47.05063666
01-08-2023 04:30,53,Moderate Crowd,8,08-01-2023,Sunday,January,2,54.57416921
01-08-2023 05:30,36,Moderate Crowd,8,08-01-2023,Sunday,January,2,38.31719116
01-08-2023 06:30,55,Moderate Crowd,8,08-01-2023,Sunday,January,2,53.35863536
01-08-2023 07:30,75,High Crowd,8,08-01-2023,Sunday,January,0,76.92675226
01-08-2023 08:30,10,Low Crowd,8,08-01-2023,Sunday,January,1,10.82556185
01-08-2023 09:30,17,Low Crowd,8,08-01-2023,Sunday,January,1,18.64412032
01-08-2023 10:30,44,Moderate Crowd,8,08-01-2023,Sunday,January,2,47.79358597
01-08-2023 11:30,27,Low Crowd,8,08-01-2023,Sunday,January,1,26.50922377
01-08-2023 12:30,99,High Crowd,8,08-01-2023,Sunday,January,0,97.49252767
01-08-2023 13:30,91,High Crowd,8,08-01-2023,Sunday,January,0,89.22097114
01-08-2023 14:30,71,High Crowd,8,08-01-2023,Sunday,January,0,69.36837943
01-08-2023 15:30,107,High Crowd,8,08-01-2023,Sunday,January,0,106.8457966
01-08-2023 16:30,118,High Crowd,8,08-01-2023,Sunday,January,0,118.6823039
01-08-2023 17:30,127,High Crowd,8,08-01-2023,Sunday,January,0,127.5533816
01-08-2023 18:30,30,Low Crowd,8,08-01-2023,Sunday,January,1,31.6543665
01-08-2023 19:30,49,Moderate Crowd,8,08-01-2023,Sunday,January,2,49.02600378
01-08-2023 20:30,20,Low Crowd,8,08-01-2023,Sunday,January,1,22.90706815
01-08-2023 21:30,66,Moderate Crowd,8,08-01-2023,Sunday,January,2,65.47068633
01-08-2023 22:30,76,High Crowd,8,08-01-2023,Sunday,January,0,81.44033833
01-08-2023 23:30,66,Moderate Crowd,8,08-01-2023,Sunday,January,2,67.2513347
01-09-2023 00:30,36,Moderate Crowd,9,09-01-2023,Monday,January,2,34.28568489
01-09-2023 01:30,52,Moderate Crowd,9,09-01-2023,Monday,January,2,49.858215
01-09-2023 02:30,68,Moderate Crowd,9,09-01-2023,Monday,January,2,68.96494483
01-09-2023 03:30,31,Moderate Crowd,9,09-01-2023,Monday,January,2,30.55307443
01-09-2023 04:30,52,Moderate Crowd,9,09-01-2023,Monday,January,2,53.42800099
01-09-2023 05:30,78,High Crowd,9,09-01-2023,Monday,January,0,78.94647525
01-09-2023 06:30,26,Low Crowd,9,09-01-2023,Monday,January,1,25.85434217
01-09-2023 07:30,75,High Crowd,9,09-01-2023,Monday,January,0,73.30641256
01-09-2023 08:30,50,Moderate Crowd,9,09-01-2023,Monday,January,2,46.97030555
01-09-2023 09:30,29,Low Crowd,9,09-01-2023,Monday,January,1,28.1069701
01-09-2023 10:30,50,Moderate Crowd,9,09-01-2023,Monday,January,2,51.71279759
01-09-2023 11:30,42,Moderate Crowd,9,09-01-2023,Monday,January,2,42.42818749
01-09-2023 12:30,88,High Crowd,9,09-01-2023,Monday,January,0,85.50852244
01-09-2023 13:30,62,Moderate Crowd,9,09-01-2023,Monday,January,2,62.34636185
01-09-2023 14:30,59,Moderate Crowd,9,09-01-2023,Monday,January,2,59.77063476
01-09-2023 15:30,123,High Crowd,9,09-01-2023,Monday,January,0,121.2322851
01-09-2023 16:30,148,High Crowd,9,09-01-2023,Monday,January,0,148.3074502
01-09-2023 17:30,110,High Crowd,9,09-01-2023,Monday,January,0,110.1164174
01-09-2023 18:30,54,Moderate Crowd,9,09-01-2023,Monday,January,2,51.7140594
01-09-2023 19:30,69,Moderate Crowd,9,09-01-2023,Monday,January,2,69.71557472
01-09-2023 20:30,79,High Crowd,9,09-01-2023,Monday,January,0,80.12156905
01-09-2023 21:30,53,Moderate Crowd,9,09-01-2023,Monday,January,2,55.16610249
01-09-2023 22:30,78,High Crowd,9,09-01-2023,Monday,January,0,80.1076041
01-09-2023 23:30,20,Low Crowd,9,09-01-2023,Monday,January,1,17.24466126
01-10-2023 00:30,58,Moderate Crowd,10,10-01-2023,Tuesday,January,2,56.12434992
01-10-2023 01:30,40,Moderate Crowd,10,10-01-2023,Tuesday,January,2,41.03007053
01-10-2023 02:30,51,Moderate Crowd,10,10-01-2023,Tuesday,January,2,52.0275719
01-10-2023 03:30,21,Low Crowd,10,10-01-2023,Tuesday,January,1,22.03009537
01-10-2023 04:30,27,Low Crowd,10,10-01-2023,Tuesday,January,1,34.70546298
01-10-2023 05:30,79,High Crowd,10,10-01-2023,Tuesday,January,0,80.14178102
01-10-2023 06:30,43,Moderate Crowd,10,10-01-2023,Tuesday,January,2,45.27113128
01-10-2023 07:30,76,High Crowd,10,10-01-2023,Tuesday,January,0,77.90800353
01-10-2023 08:30,29,Low Crowd,10,10-01-2023,Tuesday,January,1,30.3027825
01-10-2023 09:30,25,Low Crowd,10,10-01-2023,Tuesday,January,1,24.36946151
01-10-2023 10:30,13,Low Crowd,10,10-01-2023,Tuesday,January,1,14.51793844
01-10-2023 11:30,25,Low Crowd,10,10-01-2023,Tuesday,January,1,23.45434957
01-10-2023 12:30,86,High Crowd,10,10-01-2023,Tuesday,January,0,85.52636279
01-10-2023 13:30,55,Moderate Crowd,10,10-01-2023,Tuesday,January,2,54.0292729
01-10-2023 14:30,55,Moderate Crowd,10,10-01-2023,Tuesday,January,2,55.16374828
01-10-2023 15:30,146,High Crowd,10,10-01-2023,Tuesday,January,0,150.6293171
01-10-2023 16:30,131,High Crowd,10,10-01-2023,Tuesday,January,0,127.2654696
01-10-2023 17:30,104,High Crowd,10,10-01-2023,Tuesday,January,0,105.3725204
01-10-2023 18:30,68,Moderate Crowd,10,10-01-2023,Tuesday,January,2,64.77456826
01-10-2023 19:30,54,Moderate Crowd,10,10-01-2023,Tuesday,January,2,53.05613627
01-10-2023 20:30,69,Moderate Crowd,10,10-01-2023,Tuesday,January,2,71.17790119
01-10-2023 21:30,28,Low Crowd,10,10-01-2023,Tuesday,January,1,28.12856004
01-10-2023 22:30,28,Low Crowd,10,10-01-2023,Tuesday,January,1,25.84451044
01-10-2023 23:30,62,Moderate Crowd,10,10-01-2023,Tuesday,January,2,60.56939258
01-11-2023 00:30,50,Moderate Crowd,11,11-01-2023,Wednesday,January,2,51.3591955
01-11-2023 01:30,80,High Crowd,11,11-01-2023,Wednesday,January,0,78.53926674
01-11-2023 02:30,55,Moderate Crowd,11,11-01-2023,Wednesday,January,2,55.43291718
01-11-2023 03:30,30,Low Crowd,11,11-01-2023,Wednesday,January,1,30.09114368
01-11-2023 04:30,36,Moderate Crowd,11,11-01-2023,Wednesday,January,2,34.6967993
01-11-2023 05:30,53,Moderate Crowd,11,11-01-2023,Wednesday,January,2,57.28788818
01-11-2023 06:30,75,High Crowd,11,11-01-2023,Wednesday,January,0,76.26783804
01-11-2023 07:30,58,Moderate Crowd,11,11-01-2023,Wednesday,January,2,53.94971483
01-11-2023 08:30,37,Moderate Crowd,11,11-01-2023,Wednesday,January,2,37.37290863
01-11-2023 09:30,23,Low Crowd,11,11-01-2023,Wednesday,January,1,21.67642707
01-11-2023 10:30,44,Moderate Crowd,11,11-01-2023,Wednesday,January,2,45.70486667
01-11-2023 11:30,22,Low Crowd,11,11-01-2023,Wednesday,January,1,20.41495852
01-11-2023 12:30,95,High Crowd,11,11-01-2023,Wednesday,January,0,94.77052712
01-11-2023 13:30,69,Moderate Crowd,11,11-01-2023,Wednesday,January,2,70.00997456
01-11-2023 14:30,75,High Crowd,11,11-01-2023,Wednesday,January,0,76.73151039
01-11-2023 15:30,142,High Crowd,11,11-01-2023,Wednesday,January,0,139.5994072
01-11-2023 16:30,141,High Crowd,11,11-01-2023,Wednesday,January,0,140.3309975
01-11-2023 17:30,123,High Crowd,11,11-01-2023,Wednesday,January,0,122.0501094
01-11-2023 18:30,48,Moderate Crowd,11,11-01-2023,Wednesday,January,2,46.69334153
01-11-2023 19:30,77,High Crowd,11,11-01-2023,Wednesday,January,0,80.53090848
01-11-2023 20:30,53,Moderate Crowd,11,11-01-2023,Wednesday,January,2,53.80996342
01-11-2023 21:30,48,Moderate Crowd,11,11-01-2023,Wednesday,January,2,45.47823209
01-11-2023 22:30,27,Low Crowd,11,11-01-2023,Wednesday,January,1,28.83572389
01-11-2023 23:30,35,Moderate Crowd,11,11-01-2023,Wednesday,January,2,39.24431239
01-12-2023 00:30,34,Moderate Crowd,12,12-01-2023,Thursday,January,2,36.06493052
01-12-2023 01:30,24,Low Crowd,12,12-01-2023,Thursday,January,1,20.96126007
01-12-2023 02:30,41,Moderate Crowd,12,12-01-2023,Thursday,January,2,40.03153185
01-12-2023 03:30,21,Low Crowd,12,12-01-2023,Thursday,January,1,23.5338223
01-12-2023 04:30,57,Moderate Crowd,12,12-01-2023,Thursday,January,2,55.58466107
01-12-2023 05:30,55,Moderate Crowd,12,12-01-2023,Thursday,January,2,55.88763886
01-12-2023 06:30,34,Moderate Crowd,12,12-01-2023,Thursday,January,2,35.54926811
01-12-2023 07:30,57,Moderate Crowd,12,12-01-2023,Thursday,January,2,55.14613906
01-12-2023 08:30,24,Low Crowd,12,12-01-2023,Thursday,January,1,23.88094929
01-12-2023 09:30,10,Low Crowd,12,12-01-2023,Thursday,January,1,3.51746532
01-12-2023 10:30,14,Low Crowd,12,12-01-2023,Thursday,January,1,11.95122472
01-12-2023 11:30,50,Moderate Crowd,12,12-01-2023,Thursday,January,2,49.4948637
01-12-2023 12:30,53,Moderate Crowd,12,12-01-2023,Thursday,January,2,50.50443364
01-12-2023 13:30,64,Moderate Crowd,12,12-01-2023,Thursday,January,2,67.26482261
01-12-2023 14:30,54,Moderate Crowd,12,12-01-2023,Thursday,January,2,51.13971724
01-12-2023 15:30,102,High Crowd,12,12-01-2023,Thursday,January,0,101.119911
01-12-2023 16:30,121,High Crowd,12,12-01-2023,Thursday,January,0,121.2614812
01-12-2023 17:30,104,High Crowd,12,12-01-2023,Thursday,January,0,106.8825466
01-12-2023 18:30,52,Moderate Crowd,12,12-01-2023,Thursday,January,2,49.1282757
01-12-2023 19:30,35,Moderate Crowd,12,12-01-2023,Thursday,January,2,37.3263275
01-12-2023 20:30,37,Moderate Crowd,12,12-01-2023,Thursday,January,2,37.02046612
01-12-2023 21:30,62,Moderate Crowd,12,12-01-2023,Thursday,January,2,60.0369827
01-12-2023 22:30,51,Moderate Crowd,12,12-01-2023,Thursday,January,2,51.92420695
01-12-2023 23:30,33,Moderate Crowd,12,12-01-2023,Thursday,January,2,33.39811939
13-01-2023 00:30,54,Moderate Crowd,13,13-01-2023,Friday,January,2,52.79956625
13-01-2023 01:30,28,Low Crowd,13,13-01-2023,Friday,January,1,28.13960417
13-01-2023 02:30,66,Moderate Crowd,13,13-01-2023,Friday,January,2,65.22937281
13-01-2023 03:30,79,High Crowd,13,13-01-2023,Friday,January,0,79.22703469
13-01-2023 04:30,76,High Crowd,13,13-01-2023,Friday,January,0,77.32426135
13-01-2023 05:30,56,Moderate Crowd,13,13-01-2023,Friday,January,2,59.17203363
13-01-2023 06:30,56,Moderate Crowd,13,13-01-2023,Friday,January,2,53.524369
13-01-2023 07:30,50,Moderate Crowd,13,13-01-2023,Friday,January,2,54.26606675
13-01-2023 08:30,25,Low Crowd,13,13-01-2023,Friday,January,1,21.0958244
13-01-2023 09:30,40,Moderate Crowd,13,13-01-2023,Friday,January,2,39.69642981
13-01-2023 10:30,36,Moderate Crowd,13,13-01-2023,Friday,January,2,37.17663441
13-01-2023 11:30,22,Low Crowd,13,13-01-2023,Friday,January,1,22.56198374
13-01-2023 12:30,56,Moderate Crowd,13,13-01-2023,Friday,January,2,54.75460096
13-01-2023 13:30,56,Moderate Crowd,13,13-01-2023,Friday,January,2,55.5837555
13-01-2023 14:30,92,High Crowd,13,13-01-2023,Friday,January,0,91.01399813
13-01-2023 15:30,127,High Crowd,13,13-01-2023,Friday,January,0,125.8212705
13-01-2023 16:30,122,High Crowd,13,13-01-2023,Friday,January,0,123.6992042
13-01-2023 17:30,127,High Crowd,13,13-01-2023,Friday,January,0,127.714031
13-01-2023 18:30,46,Moderate Crowd,13,13-01-2023,Friday,January,2,44.61418081
13-01-2023 19:30,49,Moderate Crowd,13,13-01-2023,Friday,January,2,50.79919975
13-01-2023 20:30,75,High Crowd,13,13-01-2023,Friday,January,0,75.61459904
13-01-2023 21:30,66,Moderate Crowd,13,13-01-2023,Friday,January,2,67.62572424
13-01-2023 22:30,23,Low Crowd,13,13-01-2023,Friday,January,1,24.25925768
13-01-2023 23:30,63,Moderate Crowd,13,13-01-2023,Friday,January,2,61.34200998
14-01-2023 00:30,61,Moderate Crowd,14,14-01-2023,Saturday,January,2,59.87963792
14-01-2023 01:30,61,Moderate Crowd,14,14-01-2023,Saturday,January,2,62.49458721
14-01-2023 02:30,26,Low Crowd,14,14-01-2023,Saturday,January,1,27.22074053
14-01-2023 03:30,23,Low Crowd,14,14-01-2023,Saturday,January,1,22.95819681
14-01-2023 04:30,45,Moderate Crowd,14,14-01-2023,Saturday,January,2,45.23465477
14-01-2023 05:30,66,Moderate Crowd,14,14-01-2023,Saturday,January,2,68.55532979
14-01-2023 06:30,41,Moderate Crowd,14,14-01-2023,Saturday,January,2,39.81685722
14-01-2023 07:30,71,High Crowd,14,14-01-2023,Saturday,January,0,72.09419476
14-01-2023 08:30,16,Low Crowd,14,14-01-2023,Saturday,January,1,15.5956147
